Cost, Pr(OPT<Cost)
729.0,0.04
740.2442159383033,0.05
756.4518828451883,0.060000000000000005
765.9539170506912,0.07
778.1036269430052,0.08
779.6640926640928,0.09
784.2026726057907,0.09999999999999999
786.4581280788177,0.10999999999999999
794.8983050847459,0.11999999999999998
799.9297297297296,0.12999999999999998
805.135770234987,0.13999999999999999
806.6658595641646,0.15
818.9327102803737,0.16
840.2033898305085,0.17
841.1538461538461,0.18000000000000002
844.3972602739726,0.19000000000000003
844.9187279151944,0.20000000000000004
850.5,0.21000000000000005
851.3265306122449,0.22000000000000006
857.1492537313434,0.23000000000000007
857.4827586206897,0.24000000000000007
857.8465116279069,0.25000000000000006
859.9787234042553,0.26000000000000006
862.1506849315068,0.2700000000000001
862.8979591836735,0.2800000000000001
865.972860125261,0.2900000000000001
867.51,0.3000000000000001
870.1957894736842,0.3100000000000001
870.3573407202216,0.3200000000000001
870.8594594594595,0.3300000000000001
871.0,0.34000000000000014
879.5803278688526,0.35000000000000014
879.8275862068965,0.36000000000000015
881.6701570680628,0.37000000000000016
882.8109890109889,0.38000000000000017
883.8914549653579,0.3900000000000002
885.6446280991735,0.4000000000000002
886.3977272727273,0.4100000000000002
886.7591623036649,0.4200000000000002
887.733870967742,0.4300000000000002
888.7808219178082,0.4400000000000002
891.9204545454545,0.45000000000000023
900.3054830287207,0.46000000000000024
904.6626506024097,0.47000000000000025
904.8981233243967,0.48000000000000026
906.5424354243543,0.49000000000000027
909.2384105960265,0.5000000000000002
910.2430939226518,0.5100000000000002
917.8772727272727,0.5200000000000002
921.2952755905511,0.5300000000000002
924.9069767441861,0.5400000000000003
926.9530026109661,0.5500000000000003
929.402390438247,0.5600000000000003
929.88,0.5700000000000003
930.2251815980629,0.5800000000000003
935.7474150664698,0.5900000000000003
938.5687885010267,0.6000000000000003
939.9289340101524,0.6100000000000003
941.3697478991597,0.6200000000000003
942.3,0.6300000000000003
951.1714285714286,0.6400000000000003
951.9466019417476,0.6500000000000004
952.5377574370709,0.6600000000000004
960.2537764350452,0.6700000000000004
961.2477876106195,0.6800000000000004
962.6022099447514,0.6900000000000004
966.9637305699482,0.7000000000000004
967.4396782841823,0.7100000000000004
970.8146341463415,0.7200000000000004
976.4412532637075,0.7300000000000004
986.7467018469657,0.7400000000000004
994.5,0.7500000000000004
1013.1864406779662,0.7600000000000005
1041.2055674518201,0.7700000000000005
1072.9384615384615,0.7800000000000005
1146.6972972972972,0.7900000000000005
1185.9850746268658,0.8000000000000005
1208.9627329192547,0.8100000000000005
1215.0,0.8200000000000005
1230.552,0.8300000000000005
1271.4387096774194,0.8400000000000005
1297.0049627791564,0.8500000000000005
1326.2899159663866,0.8600000000000005
1334.1407766990292,0.8700000000000006
1387.2233009708739,0.8800000000000006
1390.7076923076925,0.8900000000000006
1393.453125,0.9000000000000006
1461.2986425339366,0.9100000000000006
1499.3350515463917,0.9200000000000006
1508.598971722365,0.9300000000000006
1533.5546218487395,0.9400000000000006
1542.1153846153845,0.9500000000000006
1546.5991471215352,0.9600000000000006
1570.4521276595744,0.9700000000000006
1662.8142857142857,0.9800000000000006
1713.5788235294117,0.9900000000000007
1827.6050420168067,1.0
