generated,expanded,reopened,cost,g1,h1,g2,h2,g3,h3,w,is-W-opt
12418.0,4451.0,4010.0,972.0,0.0,420.0,2.0,420.0,2.0,420.0,1.5,true
2199.0,798.0,485.0,968.0,0.0,420.0,2.0,420.0,2.0,420.0,1.5,true
8964.0,3206.0,2971.0,964.0,0.0,420.0,2.0,420.0,2.0,420.0,1.5,true
2278.0,819.0,739.0,962.0,0.0,420.0,2.0,420.0,2.0,420.0,1.5,true
2167.0,784.0,666.0,960.0,0.0,420.0,2.0,420.0,2.0,420.0,1.5,true
8477.0,3005.0,2947.0,958.0,0.0,420.0,2.0,420.0,2.0,420.0,1.5,true
106751.0,38651.0,26817.0,800.0,0.0,390.0,2.0,390.0,2.0,390.0,1.5,true
65874.0,23418.0,15943.0,760.0,0.0,390.0,2.0,390.0,2.0,390.0,1.5,true
4390.0,1625.0,187.0,752.0,0.0,390.0,2.0,390.0,2.0,390.0,1.5,true
1026.0,381.0,26.0,750.0,0.0,390.0,2.0,390.0,2.0,390.0,1.5,true
2495.0,930.0,409.0,744.0,0.0,390.0,2.0,390.0,2.0,390.0,1.5,true
179820.0,65164.0,52830.0,887.0,0.0,357.0,2.0,357.0,2.0,357.0,1.5,true
43239.0,15471.0,11430.0,801.0,0.0,357.0,2.0,357.0,2.0,357.0,1.5,true
15362.0,5465.0,4424.0,775.0,0.0,357.0,2.0,357.0,2.0,357.0,1.5,true
1816.0,683.0,417.0,767.0,0.0,357.0,2.0,357.0,2.0,357.0,1.5,true
3633.0,1339.0,1074.0,759.0,0.0,357.0,2.0,357.0,2.0,357.0,1.5,true
1822.0,673.0,435.0,755.0,0.0,357.0,2.0,357.0,2.0,357.0,1.5,true
2947.0,1085.0,906.0,751.0,0.0,357.0,2.0,357.0,2.0,357.0,1.5,true
22034.0,8091.0,5647.0,822.0,0.0,542.0,2.0,542.0,2.0,542.0,1.5,true
57891.0,20565.0,16448.0,702.0,0.0,542.0,2.0,542.0,2.0,542.0,1.5,true
10038.0,3571.0,1560.0,680.0,0.0,542.0,2.0,542.0,2.0,542.0,1.5,true
36752.0,13073.0,9930.0,674.0,0.0,542.0,2.0,542.0,2.0,542.0,1.5,true
11739.0,4330.0,1805.0,836.0,0.0,610.0,2.0,610.0,2.0,610.0,1.5,true
277655.0,99262.0,85799.0,768.0,0.0,610.0,2.0,610.0,2.0,610.0,1.5,true
9501.0,3423.0,1618.0,750.0,0.0,610.0,2.0,610.0,2.0,610.0,1.5,true
18244.0,6521.0,5041.0,742.0,0.0,610.0,2.0,610.0,2.0,610.0,1.5,true
15084.0,5366.0,4477.0,738.0,0.0,610.0,2.0,610.0,2.0,610.0,1.5,true
945.0,330.0,6.0,736.0,0.0,610.0,2.0,610.0,2.0,610.0,1.5,true
5354.0,2013.0,986.0,515.0,0.0,389.0,2.0,389.0,2.0,389.0,1.5,true
183.0,67.0,48.0,505.0,0.0,389.0,2.0,389.0,2.0,389.0,1.5,true
24040.0,8444.0,7005.0,425.0,0.0,389.0,2.0,389.0,2.0,389.0,1.5,true
11276.0,3998.0,3776.0,405.0,0.0,389.0,2.0,389.0,2.0,389.0,1.5,true
104.0,38.0,29.0,401.0,0.0,389.0,2.0,389.0,2.0,389.0,1.5,true
1920.0,698.0,505.0,395.0,0.0,389.0,2.0,389.0,2.0,389.0,1.5,true
6608.0,2570.0,1023.0,671.0,0.0,479.0,2.0,479.0,2.0,479.0,1.5,true
81565.0,29234.0,26106.0,595.0,0.0,479.0,2.0,479.0,2.0,479.0,1.5,true
26732.0,9586.0,5815.0,577.0,0.0,479.0,2.0,479.0,2.0,479.0,1.5,true
2142.0,775.0,142.0,571.0,0.0,479.0,2.0,479.0,2.0,479.0,1.5,true
2525.0,928.0,110.0,569.0,0.0,479.0,2.0,479.0,2.0,479.0,1.5,true
57599.0,21193.0,15018.0,611.0,0.0,423.0,2.0,423.0,2.0,423.0,1.5,true
23498.0,8469.0,6345.0,559.0,0.0,423.0,2.0,423.0,2.0,423.0,1.5,true
47578.0,16985.0,15954.0,527.0,0.0,423.0,2.0,423.0,2.0,423.0,1.5,true
101450.0,36016.0,33967.0,507.0,0.0,423.0,2.0,423.0,2.0,423.0,1.5,true
70250.0,24971.0,22713.0,499.0,0.0,423.0,2.0,423.0,2.0,423.0,1.5,true
59387.0,21845.0,16728.0,1059.0,0.0,677.0,2.0,677.0,2.0,677.0,1.5,true
190211.0,67817.0,61115.0,907.0,0.0,677.0,2.0,677.0,2.0,677.0,1.5,true
44951.0,15945.0,12045.0,877.0,0.0,677.0,2.0,677.0,2.0,677.0,1.5,true
41965.0,14888.0,11538.0,869.0,0.0,677.0,2.0,677.0,2.0,677.0,1.5,true
51636.0,18497.0,14371.0,781.0,0.0,375.0,2.0,375.0,2.0,375.0,1.5,true
492411.0,173833.0,163896.0,661.0,0.0,375.0,2.0,375.0,2.0,375.0,1.5,true
8548.0,3051.0,872.0,653.0,0.0,375.0,2.0,375.0,2.0,375.0,1.5,true
4787.0,1761.0,200.0,647.0,0.0,375.0,2.0,375.0,2.0,375.0,1.5,true
325.0,120.0,31.0,643.0,0.0,375.0,2.0,375.0,2.0,375.0,1.5,true
2927.0,1062.0,192.0,639.0,0.0,375.0,2.0,375.0,2.0,375.0,1.5,true
5020.0,1800.0,126.0,637.0,0.0,375.0,2.0,375.0,2.0,375.0,1.5,true
202.0,78.0,10.0,635.0,0.0,375.0,2.0,375.0,2.0,375.0,1.5,true
1935.0,705.0,94.0,633.0,0.0,375.0,2.0,375.0,2.0,375.0,1.5,true
210928.0,73714.0,62763.0,959.0,0.0,483.0,2.0,483.0,2.0,483.0,1.5,true
842677.0,299326.0,285829.0,831.0,0.0,483.0,2.0,483.0,2.0,483.0,1.5,true
3719.0,1409.0,510.0,815.0,0.0,483.0,2.0,483.0,2.0,483.0,1.5,true
2699.0,961.0,588.0,809.0,0.0,483.0,2.0,483.0,2.0,483.0,1.5,true
4614.0,1654.0,1396.0,805.0,0.0,483.0,2.0,483.0,2.0,483.0,1.5,true
2621.0,937.0,807.0,803.0,0.0,483.0,2.0,483.0,2.0,483.0,1.5,true
2802.0,996.0,862.0,801.0,0.0,483.0,2.0,483.0,2.0,483.0,1.5,true
