generated,expanded,reopened,cost,g1,h1,g2,h2,g3,h3,w,is-W-opt
5126.0,135.0,0.0,39.0,0.0,35.0,2.0,35.0,2.0,35.0,1.5,true
13144.0,346.0,16.0,38.0,0.0,35.0,2.0,35.0,2.0,35.0,1.5,true
1858.0,49.0,6.0,37.0,0.0,35.0,2.0,35.0,2.0,35.0,1.5,true
724062.0,19055.0,11.0,36.0,0.0,35.0,2.0,35.0,2.0,35.0,1.5,true
1715.0,46.0,0.0,41.0,0.0,32.0,2.0,32.0,2.0,32.0,1.5,true
810.0,22.0,0.0,38.0,0.0,32.0,2.0,32.0,2.0,32.0,1.5,true
6972.0,184.0,0.0,37.0,0.0,32.0,2.0,32.0,2.0,32.0,1.5,true
16794.0,442.0,1.0,36.0,0.0,32.0,2.0,32.0,2.0,32.0,1.5,true
22659.0,597.0,1.0,34.0,0.0,32.0,2.0,32.0,2.0,32.0,1.5,true
220077.0,5792.0,0.0,33.0,0.0,32.0,2.0,32.0,2.0,32.0,1.5,true
2199.0,58.0,0.0,48.0,0.0,38.0,2.0,38.0,2.0,38.0,1.5,true
1509.0,40.0,0.0,46.0,0.0,38.0,2.0,38.0,2.0,38.0,1.5,true
3147.0,83.0,0.0,43.0,0.0,38.0,2.0,38.0,2.0,38.0,1.5,true
4418.0,117.0,0.0,42.0,0.0,38.0,2.0,38.0,2.0,38.0,1.5,true
2040.0,54.0,0.0,41.0,0.0,38.0,2.0,38.0,2.0,38.0,1.5,true
47171.0,1242.0,3.0,40.0,0.0,38.0,2.0,38.0,2.0,38.0,1.5,true
98718.0,2598.0,7.0,39.0,0.0,38.0,2.0,38.0,2.0,38.0,1.5,true
1797.0,48.0,0.0,42.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
277.0,8.0,0.0,40.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
2076.0,55.0,0.0,39.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
18365.0,484.0,2.0,38.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
340099.0,8950.0,1.0,37.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
2542.0,67.0,0.0,50.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
2028.0,54.0,0.0,46.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
1879.0,50.0,0.0,45.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
1805.0,48.0,0.0,43.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
1772.0,47.0,0.0,42.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
4356.0,115.0,1.0,40.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
69992.0,1842.0,5.0,39.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
57955.0,1526.0,91.0,38.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
74332.0,1957.0,13.0,37.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
2052.0,54.0,0.0,43.0,0.0,32.0,2.0,32.0,2.0,32.0,1.5,true
2208.0,59.0,0.0,40.0,0.0,32.0,2.0,32.0,2.0,32.0,1.5,true
473.0,13.0,0.0,37.0,0.0,32.0,2.0,32.0,2.0,32.0,1.5,true
3202.0,85.0,16.0,36.0,0.0,32.0,2.0,32.0,2.0,32.0,1.5,true
6653.0,176.0,0.0,34.0,0.0,32.0,2.0,32.0,2.0,32.0,1.5,true
139591.0,3674.0,62.0,33.0,0.0,32.0,2.0,32.0,2.0,32.0,1.5,true
1987.0,53.0,0.0,45.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
1372.0,37.0,0.0,43.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
1790.0,48.0,1.0,42.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
1046.0,28.0,0.0,41.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
17871.0,471.0,0.0,40.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
50646.0,1333.0,2.0,39.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
115193.0,3032.0,3.0,38.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
2204.0,58.0,0.0,48.0,0.0,35.0,2.0,35.0,2.0,35.0,1.5,true
4368.0,115.0,0.0,45.0,0.0,35.0,2.0,35.0,2.0,35.0,1.5,true
1694.0,45.0,0.0,41.0,0.0,35.0,2.0,35.0,2.0,35.0,1.5,true
5800.0,153.0,0.0,40.0,0.0,35.0,2.0,35.0,2.0,35.0,1.5,true
5219.0,138.0,1.0,39.0,0.0,35.0,2.0,35.0,2.0,35.0,1.5,true
3682.0,97.0,0.0,38.0,0.0,35.0,2.0,35.0,2.0,35.0,1.5,true
23343.0,615.0,0.0,37.0,0.0,35.0,2.0,35.0,2.0,35.0,1.5,true
795561.0,20936.0,2.0,36.0,0.0,35.0,2.0,35.0,2.0,35.0,1.5,true
2271.0,60.0,0.0,51.0,0.0,38.0,2.0,38.0,2.0,38.0,1.5,true
639.0,17.0,0.0,48.0,0.0,38.0,2.0,38.0,2.0,38.0,1.5,true
1849.0,49.0,0.0,46.0,0.0,38.0,2.0,38.0,2.0,38.0,1.5,true
1134.0,30.0,0.0,44.0,0.0,38.0,2.0,38.0,2.0,38.0,1.5,true
2417.0,64.0,0.0,43.0,0.0,38.0,2.0,38.0,2.0,38.0,1.5,true
10075.0,266.0,3.0,42.0,0.0,38.0,2.0,38.0,2.0,38.0,1.5,true
3077.0,81.0,0.0,41.0,0.0,38.0,2.0,38.0,2.0,38.0,1.5,true
110437.0,2907.0,2.0,40.0,0.0,38.0,2.0,38.0,2.0,38.0,1.5,true
101213.0,2664.0,0.0,39.0,0.0,38.0,2.0,38.0,2.0,38.0,1.5,true
2425.0,64.0,0.0,48.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
907.0,24.0,0.0,46.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
2085.0,55.0,37.0,44.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
1533.0,41.0,0.0,41.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
25883.0,682.0,0.0,40.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
52757.0,1389.0,2.0,39.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
24371.0,642.0,1.0,38.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
140879.0,3708.0,3.0,37.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
2564.0,68.0,0.0,48.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
1304.0,35.0,0.0,44.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
1479.0,39.0,0.0,41.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
12643.0,333.0,0.0,40.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
1496.0,40.0,1.0,39.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
55565.0,1463.0,1.0,38.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
135821.0,3575.0,5.0,37.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
1971.0,52.0,0.0,46.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
1213.0,32.0,0.0,44.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
866.0,23.0,0.0,43.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
2152.0,57.0,0.0,41.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
10903.0,287.0,2.0,40.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
8039.0,212.0,0.0,39.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
19933.0,525.0,1.0,38.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
78568.0,2068.0,1.0,37.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
1961.0,52.0,0.0,47.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
1868.0,50.0,0.0,45.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
1099.0,29.0,1.0,44.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
5430.0,143.0,0.0,42.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
68770.0,1810.0,2.0,41.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
178224.0,4691.0,28.0,40.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
16968.0,447.0,9.0,39.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
10305.0,272.0,0.0,38.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
100020.0,2633.0,1.0,37.0,0.0,37.0,2.0,37.0,2.0,37.0,1.5,true
1795.0,48.0,0.0,40.0,0.0,35.0,2.0,35.0,2.0,35.0,1.5,true
996.0,27.0,4.0,39.0,0.0,35.0,2.0,35.0,2.0,35.0,1.5,true
5498.0,145.0,0.0,38.0,0.0,35.0,2.0,35.0,2.0,35.0,1.5,true
30636.0,807.0,2.0,37.0,0.0,35.0,2.0,35.0,2.0,35.0,1.5,true
5922.0,156.0,4.0,36.0,0.0,35.0,2.0,35.0,2.0,35.0,1.5,true
2633.0,70.0,0.0,48.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
1666.0,44.0,0.0,45.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
1806.0,48.0,0.0,42.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
1379.0,37.0,1.0,40.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
4186.0,111.0,0.0,38.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
317871.0,8366.0,1.0,37.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
1735.0,46.0,0.0,36.0,0.0,36.0,2.0,36.0,2.0,36.0,1.5,true
2270.0,60.0,0.0,48.0,0.0,38.0,2.0,38.0,2.0,38.0,1.5,true
1283.0,34.0,0.0,46.0,0.0,38.0,2.0,38.0,2.0,38.0,1.5,true
726.0,20.0,0.0,41.0,0.0,38.0,2.0,38.0,2.0,38.0,1.5,true
81947.0,2157.0,0.0,40.0,0.0,38.0,2.0,38.0,2.0,38.0,1.5,true
