hRange, Ratio, Pr(Ratio)<=
7.0,1.0,1.0
34.0,1.0,0.94
34.0,1.2857142857142858,0.9533333333333333
34.0,1.3333333333333333,0.9666666666666666
34.0,1.4,0.9733333333333333
34.0,2.142857142857143,0.98
34.0,2.3333333333333335,0.9866666666666667
34.0,3.2857142857142856,0.9933333333333334
34.0,4.0,1.0
178.0,1.0,0.6562962962962963
178.0,1.0588235294117647,0.6607407407407407
178.0,1.0606060606060606,0.6637037037037037
178.0,1.0625,0.6666666666666666
178.0,1.064516129032258,0.6711111111111111
178.0,1.0666666666666667,0.674074074074074
178.0,1.0689655172413792,0.6762962962962963
178.0,1.0714285714285714,0.6807407407407408
178.0,1.0740740740740742,0.6851851851851852
178.0,1.0769230769230769,0.6888888888888889
178.0,1.08,0.6911111111111111
178.0,1.0833333333333333,0.6940740740740741
178.0,1.0869565217391304,0.697037037037037
178.0,1.0909090909090908,0.7014814814814815
178.0,1.0952380952380953,0.7044444444444444
178.0,1.1,0.7074074074074074
178.0,1.105263157894737,0.7096296296296296
178.0,1.1111111111111112,0.7103703703703703
178.0,1.1176470588235294,0.714074074074074
178.0,1.121212121212121,0.7185185185185184
178.0,1.125,0.7229629629629629
178.0,1.1290322580645162,0.7266666666666666
178.0,1.1333333333333333,0.7318518518518518
178.0,1.1379310344827587,0.7355555555555554
178.0,1.1428571428571428,0.7392592592592591
178.0,1.1481481481481481,0.7429629629629627
178.0,1.1538461538461537,0.7466666666666664
178.0,1.16,0.7496296296296293
178.0,1.1666666666666667,0.7540740740740738
178.0,1.173913043478261,0.756296296296296
178.0,1.1764705882352942,0.7570370370370367
178.0,1.1818181818181819,0.759259259259259
178.0,1.1875,0.7607407407407405
178.0,1.1904761904761905,0.7629629629629627
178.0,1.1935483870967742,0.7637037037037034
178.0,1.2,0.7681481481481479
178.0,1.206896551724138,0.7696296296296294
178.0,1.2105263157894737,0.7733333333333331
178.0,1.2142857142857142,0.7740740740740738
178.0,1.2222222222222223,0.7785185185185183
178.0,1.2307692307692308,0.7799999999999998
178.0,1.2352941176470589,0.7844444444444443
178.0,1.24,0.785185185185185
178.0,1.2424242424242424,0.7874074074074072
178.0,1.25,0.7948148148148146
178.0,1.2580645161290323,0.7977777777777776
178.0,1.2666666666666666,0.8029629629629628
178.0,1.2727272727272727,0.8037037037037035
178.0,1.2758620689655173,0.8066666666666664
178.0,1.2857142857142858,0.8125925925925923
178.0,1.2941176470588236,0.813333333333333
178.0,1.2962962962962963,0.816296296296296
178.0,1.303030303030303,0.8177777777777775
178.0,1.3076923076923077,0.8214814814814811
178.0,1.3125,0.8222222222222219
178.0,1.32,0.8244444444444441
178.0,1.3225806451612903,0.8251851851851848
178.0,1.3333333333333333,0.8311111111111107
178.0,1.3448275862068966,0.8318518518518514
178.0,1.3478260869565217,0.8325925925925921
178.0,1.3529411764705883,0.8333333333333328
178.0,1.3571428571428572,0.8340740740740735
178.0,1.3636363636363635,0.8362962962962958
178.0,1.3703703703703705,0.8377777777777773
178.0,1.380952380952381,0.838518518518518
