Cost, Pr(OPT<Cost)
508.7135549872123,0.01
522.6404494382023,0.02
528.0725995316159,0.03
532.7858508604206,0.04
542.0360576923077,0.05
545.9780701754386,0.060000000000000005
555.9798657718121,0.07
557.6069651741293,0.08
559.6442577030812,0.09
560.4866180048662,0.09999999999999999
563.2428571428571,0.10999999999999999
565.7713625866052,0.11999999999999998
566.6891089108912,0.12999999999999998
566.7794117647059,0.13999999999999999
568.0,0.15
574.9574468085107,0.16
577.7268041237113,0.17
583.1898734177215,0.18000000000000002
583.695278969957,0.19000000000000003
584.9505376344085,0.20000000000000004
586.9350180505415,0.21000000000000005
589.022271714922,0.22000000000000006
589.1810865191146,0.23000000000000007
589.4462809917355,0.24000000000000007
589.9074550128535,0.25000000000000006
590.343544857768,0.26000000000000006
591.9396551724138,0.2700000000000001
592.6322795341098,0.2800000000000001
594.4922279792746,0.2900000000000001
594.7685185185185,0.3000000000000001
595.0466101694915,0.3100000000000001
596.3461538461539,0.3200000000000001
597.7598253275108,0.3300000000000001
598.278350515464,0.34000000000000014
598.7951070336392,0.35000000000000014
600.1498470948012,0.36000000000000015
602.0959752321982,0.37000000000000016
603.7345132743362,0.38000000000000017
604.8390092879257,0.3900000000000002
605.3665158371041,0.4000000000000002
605.9564032697548,0.4100000000000002
608.8245931283906,0.4200000000000002
609.0084210526317,0.4300000000000002
612.2013888888889,0.4400000000000002
613.3846153846154,0.45000000000000023
614.7133027522937,0.46000000000000024
616.3093812375249,0.47000000000000025
616.3478260869565,0.48000000000000026
618.0123456790124,0.49000000000000027
621.8876190476191,0.5000000000000002
625.5948477751756,0.5100000000000002
625.6523076923077,0.5200000000000002
626.7043650793651,0.5300000000000002
626.8867924528302,0.5400000000000003
626.9484029484029,0.5500000000000003
627.0356083086053,0.5600000000000003
634.0291005291006,0.5700000000000003
638.2005277044856,0.5800000000000003
639.5269607843137,0.5900000000000003
644.5545023696683,0.6000000000000003
649.2896995708154,0.6100000000000003
651.1857923497269,0.6200000000000003
652.0688775510204,0.6300000000000003
652.8952164009112,0.6400000000000003
652.9635416666666,0.6500000000000004
655.3587301587302,0.6600000000000004
659.141129032258,0.6700000000000004
659.2794612794613,0.6800000000000004
660.8345153664303,0.6900000000000004
661.2898550724638,0.7000000000000004
662.9364705882354,0.7100000000000004
664.5,0.7200000000000004
665.2310231023102,0.7300000000000004
669.8245192307693,0.7400000000000004
669.8502415458937,0.7500000000000004
670.2161290322581,0.7600000000000005
672.1379310344827,0.7700000000000005
672.4107142857142,0.7800000000000005
673.2434210526316,0.7900000000000005
673.2860125260961,0.8000000000000005
677.7695852534563,0.8100000000000005
678.2822222222222,0.8200000000000005
679.7987987987988,0.8300000000000005
679.8393351800554,0.8400000000000005
686.8988764044943,0.8500000000000005
696.1428571428571,0.8600000000000005
699.8278481012658,0.8700000000000006
703.7447447447448,0.8800000000000006
705.8914141414141,0.8900000000000006
706.1801075268817,0.9000000000000006
707.0961538461539,0.9100000000000006
709.7656675749319,0.9200000000000006
710.7024539877301,0.9300000000000006
716.8284789644014,0.9400000000000006
721.0334728033473,0.9500000000000006
730.8942065491184,0.9600000000000006
737.0380116959064,0.9700000000000006
776.5653206650832,0.9800000000000006
779.7836257309942,0.9900000000000007
844.0492424242424,1.0
