InstanceID,Found,Depth,Cost,Iterations,Generated,Expanded,Cpu Time,Wall Time,delta,epsilon,pacCondition,Domain
69,1,44,44.0,2,3022,81,0,0,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
70,1,45,45.0,2,2507,66,0,0,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
71,1,40,40.0,2,1718,46,0,10,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
72,1,41,41.0,2,3349,89,0,0,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
73,1,43,43.0,2,3169,84,0,10,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
74,1,41,41.0,2,3301,87,0,10,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
75,1,42,42.0,2,2722,72,0,0,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
76,1,41,41.0,1,2658,70,0,0,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
77,1,40,40.0,6,109647,2888,265,260,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
78,1,41,41.0,2,3112,83,15,10,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
79,1,41,41.0,2,3852,103,0,0,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
80,1,37,37.0,5,57866,1524,78,80,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
81,1,42,42.0,2,3361,89,0,0,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
82,1,41,41.0,6,109695,2890,296,290,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
83,1,40,40.0,2,2979,79,0,0,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
84,1,42,42.0,2,2685,72,0,0,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
85,1,38,38.0,5,97736,2575,109,120,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
86,1,40,40.0,3,35301,931,62,50,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
87,1,41,41.0,3,131434,3461,140,130,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
88,1,42,42.0,4,13154,348,31,20,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
89,1,47,47.0,2,3248,87,0,0,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
90,1,41,41.0,2,2328,62,0,0,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
91,1,41,41.0,6,48950,1291,78,80,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
92,1,43,43.0,2,3215,85,0,0,0.2,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
