InstanceID,h,opt
28,48.0,79.0,
29,1.0,1.0,
29,2.0,2.0,
29,4.0,6.0,
29,5.0,8.0,
29,7.0,15.0,
29,8.0,12.0,
29,9.0,16.0,
29,10.0,17.0,
29,11.0,18.0,
29,12.0,20.0,
29,13.0,22.0,
29,14.0,24.0,
29,15.0,29.0,
29,17.0,30.0,
29,18.0,31.0,
29,19.0,32.0,
29,20.0,36.0,
29,21.0,33.0,
29,22.0,34.0,
29,23.0,32.0,
29,24.0,33.0,
29,25.0,44.0,
29,27.0,43.0,
29,28.0,42.0,
29,29.0,44.0,
29,33.0,52.0,
29,35.0,55.0,
29,36.0,56.0,
30,1.0,1.0,
30,2.0,2.0,
30,4.0,9.0,
30,5.0,10.0,
30,6.0,9.0,
30,7.0,9.0,
30,12.0,24.0,
30,14.0,23.0,
30,15.0,23.0,
30,16.0,24.0,
30,17.0,24.0,
30,18.0,25.0,
30,19.0,25.0,
30,20.0,26.0,
30,21.0,27.0,
30,22.0,29.0,
30,23.0,30.0,
30,24.0,31.0,
30,30.0,43.0,
30,32.0,44.0,
30,33.0,45.0,
30,34.0,46.0,
30,40.0,53.0,
30,42.0,54.0,
30,43.0,55.0,
30,44.0,56.0,
30,53.0,71.0,
30,55.0,78.0,
30,56.0,79.0,
31,1.0,1.0,
31,2.0,10.0,
31,4.0,8.0,
31,5.0,9.0,
31,6.0,9.0,
31,7.0,10.0,
31,8.0,11.0,
31,9.0,12.0,
31,10.0,19.0,
31,11.0,36.0,
31,12.0,20.0,
31,13.0,34.0,
31,14.0,44.0,
31,15.0,26.0,
31,16.0,45.0,
31,17.0,46.0,
31,18.0,35.0,
31,19.0,43.0,
31,20.0,34.0,
31,21.0,51.0,
31,22.0,40.0,
31,23.0,35.0,
31,24.0,59.0,
31,25.0,56.0,
31,26.0,60.0,
31,27.0,55.0,
31,28.0,55.0,
31,29.0,56.0,
31,30.0,65.0,
31,31.0,66.0,
31,32.0,51.0,
31,33.0,73.0,
31,34.0,56.0,
31,40.0,103.0,
31,42.0,75.0,
31,43.0,75.0,
31,44.0,107.0,
31,45.0,114.0,
31,46.0,115.0,
31,47.0,116.0,
31,48.0,108.0,
31,49.0,76.0,
31,50.0,115.0,
31,51.0,125.0,
31,52.0,118.0,
31,58.0,126.0,
32,1.0,1.0,
32,2.0,4.0,
32,4.0,5.0,
32,5.0,14.0,
32,7.0,13.0,
32,8.0,14.0,
32,9.0,27.0,
32,10.0,24.0,
32,11.0,23.0,
32,12.0,27.0,
32,13.0,24.0,
32,14.0,20.0,
32,15.0,28.0,
32,17.0,28.0,
32,18.0,29.0,
32,20.0,38.0,
32,22.0,38.0,
32,23.0,39.0,
32,25.0,31.0,
32,28.0,50.0,
32,30.0,52.0,
32,31.0,53.0,
32,32.0,54.0,
33,1.0,1.0,
33,2.0,18.0,
33,3.0,11.0,
33,4.0,18.0,
33,5.0,18.0,
33,6.0,9.0,
33,7.0,19.0,
33,8.0,18.0,
33,9.0,16.0,
33,10.0,28.0,
33,11.0,19.0,
33,12.0,28.0,
33,13.0,28.0,
33,14.0,33.0,
33,15.0,32.0,
33,16.0,33.0,
33,17.0,27.0,
33,18.0,30.0,
33,19.0,37.0,
33,20.0,66.0,
33,21.0,42.0,
33,22.0,67.0,
33,23.0,68.0,
33,24.0,69.0,
33,25.0,76.0,
33,26.0,77.0,
33,27.0,77.0,
33,28.0,78.0,
33,29.0,90.0,
33,30.0,90.0,
33,31.0,87.0,
33,32.0,88.0,
33,33.0,83.0,
33,34.0,88.0,
33,35.0,91.0,
33,36.0,92.0,
33,37.0,93.0,
33,38.0,93.0,
33,39.0,90.0,
33,41.0,97.0,
33,42.0,97.0,
33,43.0,93.0,
33,44.0,106.0,
33,45.0,107.0,
33,46.0,108.0,
33,47.0,108.0,
33,48.0,108.0,
33,49.0,116.0,
33,50.0,117.0,
33,51.0,118.0,
33,52.0,113.0,
34,1.0,1.0,
34,2.0,4.0,
34,4.0,5.0,
34,5.0,18.0,
34,6.0,12.0,
34,7.0,56.0,
34,8.0,16.0,
34,9.0,57.0,
34,10.0,84.0,
34,11.0,73.0,
34,12.0,83.0,
34,13.0,84.0,
34,14.0,66.0,
34,15.0,85.0,
34,16.0,90.0,
34,17.0,84.0,
34,18.0,83.0,
34,19.0,71.0,
34,20.0,45.0,
34,21.0,64.0,
34,22.0,33.0,
34,23.0,77.0,
34,24.0,74.0,
34,25.0,109.0,
34,26.0,-1.0,
34,27.0,76.0,
34,28.0,78.0,
34,29.0,79.0,
34,30.0,98.0,
34,31.0,74.0,
34,32.0,75.0,
34,33.0,112.0,
34,34.0,116.0,
34,35.0,105.0,
34,36.0,111.0,
34,37.0,112.0,
34,38.0,96.0,
34,39.0,97.0,
34,40.0,101.0,
34,41.0,117.0,
34,42.0,122.0,
34,43.0,105.0,
34,44.0,102.0,
34,45.0,103.0,
35,1.0,1.0,
35,2.0,10.0,
35,4.0,11.0,
35,5.0,10.0,
35,6.0,14.0,
35,7.0,20.0,
35,8.0,14.0,
35,9.0,21.0,
35,10.0,22.0,
35,11.0,19.0,
35,12.0,23.0,
35,13.0,24.0,
35,14.0,24.0,
35,15.0,25.0,
35,17.0,28.0,
35,18.0,29.0,
35,20.0,37.0,
35,22.0,38.0,
35,23.0,39.0,
35,25.0,37.0,
35,30.0,49.0,
35,32.0,48.0,
35,33.0,49.0,
35,38.0,59.0,
35,40.0,62.0,
35,41.0,63.0,
35,42.0,65.0,
36,1.0,1.0,
36,2.0,5.0,
36,4.0,6.0,
36,5.0,14.0,
36,6.0,9.0,
36,7.0,14.0,
36,8.0,15.0,
36,9.0,15.0,
36,10.0,21.0,
36,11.0,20.0,
36,12.0,17.0,
36,13.0,22.0,
36,14.0,23.0,
36,15.0,29.0,
36,16.0,30.0,
36,17.0,28.0,
36,18.0,27.0,
36,19.0,35.0,
36,20.0,44.0,
36,21.0,29.0,
36,22.0,43.0,
36,23.0,43.0,
36,24.0,33.0,
36,25.0,44.0,
36,26.0,37.0,
36,27.0,43.0,
36,28.0,44.0,
36,29.0,43.0,
36,30.0,47.0,
36,31.0,47.0,
36,32.0,47.0,
36,33.0,54.0,
36,35.0,57.0,
36,36.0,58.0,
36,38.0,54.0,
36,40.0,93.0,
36,42.0,94.0,
36,43.0,95.0,
36,44.0,96.0,
36,45.0,107.0,
36,46.0,108.0,
36,47.0,108.0,
36,48.0,115.0,
36,49.0,116.0,
36,50.0,117.0,
36,51.0,118.0,
36,52.0,119.0,
36,53.0,111.0,
36,54.0,127.0,
36,55.0,121.0,
36,56.0,128.0,
36,58.0,115.0,
36,59.0,137.0,
36,61.0,133.0,
36,73.0,139.0,
36,74.0,131.0,
36,76.0,143.0,
36,81.0,153.0,
37,1.0,1.0,
37,2.0,9.0,
37,4.0,9.0,
37,5.0,13.0,
37,7.0,12.0,
37,8.0,13.0,
37,9.0,15.0,
37,10.0,23.0,
37,11.0,19.0,
37,12.0,19.0,
37,13.0,26.0,
37,15.0,28.0,
37,17.0,29.0,
37,18.0,26.0,
37,22.0,29.0,
37,24.0,30.0,
37,25.0,38.0,
37,26.0,32.0,
37,27.0,37.0,
37,28.0,38.0,
37,29.0,38.0,
37,30.0,48.0,
37,32.0,47.0,
37,33.0,46.0,
37,34.0,48.0,
37,38.0,56.0,
37,40.0,58.0,
37,41.0,59.0,
38,1.0,1.0,
38,2.0,16.0,
38,3.0,17.0,
38,4.0,17.0,
38,5.0,16.0,
38,6.0,17.0,
38,7.0,45.0,
38,8.0,21.0,
38,9.0,46.0,
38,10.0,47.0,
38,11.0,48.0,
38,12.0,49.0,
38,13.0,49.0,
38,14.0,47.0,
38,15.0,49.0,
38,16.0,43.0,
38,17.0,42.0,
38,18.0,49.0,
38,19.0,41.0,
38,20.0,49.0,
38,21.0,48.0,
38,22.0,47.0,
38,23.0,60.0,
38,24.0,52.0,
38,25.0,61.0,
38,26.0,53.0,
38,27.0,61.0,
38,28.0,60.0,
38,29.0,59.0,
38,30.0,112.0,
38,31.0,63.0,
38,32.0,71.0,
38,33.0,70.0,
38,34.0,93.0,
38,35.0,60.0,
38,36.0,98.0,
38,37.0,90.0,
38,38.0,74.0,
38,39.0,91.0,
38,40.0,92.0,
38,41.0,-1.0,
38,42.0,96.0,
38,43.0,135.0,
38,44.0,96.0,
38,45.0,97.0,
38,46.0,105.0,
38,47.0,101.0,
38,48.0,135.0,
38,49.0,136.0,
38,50.0,-1.0,
38,51.0,-1.0,
38,52.0,118.0,
38,53.0,140.0,
38,54.0,114.0,
38,55.0,-1.0,
39,1.0,1.0,
39,2.0,10.0,
39,3.0,10.0,
39,4.0,10.0,
39,5.0,18.0,
39,6.0,14.0,
39,7.0,87.0,
39,8.0,28.0,
39,9.0,88.0,
39,10.0,85.0,
39,11.0,-1.0,
39,12.0,85.0,
39,13.0,85.0,
39,14.0,59.0,
39,15.0,86.0,
39,16.0,87.0,
39,17.0,132.0,
39,18.0,-1.0,
39,19.0,38.0,
39,20.0,96.0,
39,21.0,95.0,
39,22.0,115.0,
39,23.0,-1.0,
39,24.0,-1.0,
39,25.0,109.0,
39,26.0,116.0,
39,27.0,141.0,
39,28.0,144.0,
39,29.0,87.0,
39,30.0,-1.0,
39,31.0,-1.0,
39,32.0,110.0,
39,33.0,121.0,
39,34.0,124.0,
39,35.0,-1.0,
39,36.0,102.0,
39,37.0,-1.0,
39,38.0,-1.0,
39,39.0,153.0,
39,40.0,132.0,
39,41.0,-1.0,
39,42.0,134.0,
39,43.0,164.0,
39,44.0,-1.0,
39,45.0,-1.0,
39,46.0,136.0,
39,47.0,136.0,
39,48.0,117.0,
39,49.0,116.0,
39,50.0,117.0,
39,51.0,-1.0,
39,52.0,120.0,
39,53.0,-1.0,
39,54.0,-1.0,
39,55.0,-1.0,
39,56.0,-1.0,
39,57.0,-1.0,
39,58.0,-1.0,
39,59.0,-1.0,
39,60.0,-1.0,
39,61.0,-1.0,
39,62.0,-1.0,
39,64.0,-1.0,
39,65.0,-1.0,
40,1.0,1.0,
40,2.0,4.0,
40,4.0,5.0,
40,5.0,24.0,
40,6.0,13.0,
40,7.0,55.0,
40,8.0,22.0,
40,9.0,55.0,
40,10.0,52.0,
40,11.0,60.0,
40,12.0,51.0,
40,13.0,92.0,
40,14.0,50.0,
40,15.0,61.0,
40,16.0,64.0,
40,17.0,60.0,
40,18.0,59.0,
40,19.0,64.0,
40,20.0,49.0,
40,21.0,62.0,
40,22.0,66.0,
40,23.0,64.0,
40,24.0,65.0,
40,25.0,76.0,
40,26.0,72.0,
40,27.0,77.0,
40,28.0,73.0,
40,29.0,51.0,
40,30.0,117.0,
40,31.0,77.0,
40,32.0,79.0,
40,33.0,44.0,
40,34.0,58.0,
40,35.0,97.0,
40,36.0,87.0,
40,37.0,103.0,
40,38.0,87.0,
40,41.0,70.0,
41,1.0,1.0,
41,2.0,5.0,
41,4.0,6.0,
41,5.0,18.0,
41,6.0,28.0,
41,7.0,51.0,
41,8.0,16.0,
41,9.0,52.0,
41,10.0,80.0,
41,11.0,56.0,
41,12.0,79.0,
41,13.0,80.0,
41,14.0,91.0,
41,15.0,-1.0,
41,16.0,93.0,
41,17.0,-1.0,
41,18.0,-1.0,
41,19.0,-1.0,
41,20.0,63.0,
41,21.0,-1.0,
41,22.0,95.0,
41,23.0,-1.0,
41,24.0,106.0,
41,25.0,67.0,
41,26.0,96.0,
41,27.0,96.0,
41,28.0,78.0,
41,29.0,-1.0,
41,30.0,113.0,
41,31.0,109.0,
41,32.0,111.0,
41,33.0,113.0,
41,34.0,113.0,
41,35.0,115.0,
41,36.0,122.0,
41,37.0,120.0,
41,38.0,-1.0,
41,39.0,-1.0,
41,40.0,-1.0,
41,41.0,-1.0,
41,42.0,-1.0,
41,43.0,-1.0,
41,44.0,-1.0,
41,45.0,-1.0,
41,46.0,-1.0,
41,47.0,-1.0,
41,48.0,-1.0,
41,49.0,-1.0,
41,50.0,-1.0,
41,51.0,-1.0,
41,52.0,-1.0,
41,53.0,141.0,
41,54.0,-1.0,
41,55.0,-1.0,
41,56.0,-1.0,
41,57.0,-1.0,
41,59.0,-1.0,
41,60.0,-1.0,
41,64.0,-1.0,
41,65.0,-1.0,
42,1.0,1.0,
42,2.0,2.0,
42,3.0,5.0,
42,4.0,11.0,
42,5.0,6.0,
42,6.0,14.0,
42,7.0,15.0,
42,8.0,99.0,
42,9.0,28.0,
42,10.0,100.0,
42,11.0,79.0,
42,12.0,53.0,
42,13.0,57.0,
42,14.0,52.0,
42,15.0,56.0,
42,16.0,58.0,
42,17.0,63.0,
42,18.0,65.0,
42,19.0,61.0,
42,20.0,65.0,
42,21.0,64.0,
42,22.0,-1.0,
42,23.0,124.0,
42,24.0,-1.0,
42,25.0,-1.0,
42,26.0,134.0,
42,27.0,96.0,
42,28.0,95.0,
42,29.0,-1.0,
42,30.0,-1.0,
42,31.0,-1.0,
42,32.0,-1.0,
42,33.0,114.0,
42,34.0,114.0,
42,35.0,183.0,
42,36.0,113.0,
42,37.0,-1.0,
42,38.0,-1.0,
42,39.0,-1.0,
42,40.0,120.0,
42,41.0,-1.0,
42,42.0,121.0,
42,43.0,130.0,
42,44.0,152.0,
42,45.0,-1.0,
42,46.0,-1.0,
42,47.0,-1.0,
42,48.0,161.0,
42,49.0,161.0,
42,50.0,166.0,
42,51.0,-1.0,
42,52.0,-1.0,
42,53.0,165.0,
42,54.0,162.0,
42,55.0,-1.0,
42,56.0,207.0,
42,57.0,-1.0,
42,58.0,-1.0,
42,59.0,-1.0,
42,60.0,-1.0,
42,61.0,-1.0,
42,62.0,-1.0,
42,63.0,-1.0,
42,64.0,-1.0,
42,65.0,-1.0,
42,66.0,-1.0,
42,67.0,-1.0,
42,68.0,-1.0,
42,69.0,-1.0,
42,70.0,-1.0,
42,71.0,-1.0,
42,72.0,-1.0,
42,73.0,-1.0,
42,76.0,-1.0,
42,77.0,-1.0,
42,78.0,-1.0,
43,1.0,1.0,
43,2.0,9.0,
43,4.0,9.0,
43,5.0,12.0,
43,6.0,20.0,
43,7.0,13.0,
43,8.0,28.0,
43,9.0,44.0,
43,10.0,28.0,
43,11.0,28.0,
43,12.0,27.0,
43,13.0,36.0,
43,14.0,52.0,
43,15.0,37.0,
43,16.0,34.0,
43,17.0,62.0,
43,18.0,66.0,
43,19.0,61.0,
43,20.0,74.0,
43,21.0,41.0,
43,22.0,75.0,
43,23.0,95.0,
43,24.0,97.0,
43,25.0,94.0,
43,26.0,93.0,
43,27.0,68.0,
43,28.0,82.0,
43,29.0,70.0,
43,30.0,100.0,
43,31.0,69.0,
43,32.0,75.0,
43,33.0,102.0,
43,34.0,-1.0,
43,35.0,82.0,
43,36.0,62.0,
43,37.0,85.0,
43,38.0,91.0,
43,39.0,77.0,
43,40.0,-1.0,
43,41.0,92.0,
43,43.0,115.0,
43,44.0,79.0,
43,45.0,101.0,
43,46.0,104.0,
43,48.0,141.0,
43,51.0,111.0,
44,1.0,1.0,
44,2.0,16.0,
44,3.0,5.0,
44,4.0,16.0,
44,5.0,14.0,
44,6.0,26.0,
44,7.0,44.0,
44,8.0,14.0,
44,9.0,45.0,
44,10.0,58.0,
44,11.0,53.0,
44,12.0,58.0,
44,13.0,58.0,
44,14.0,63.0,
44,15.0,56.0,
44,16.0,77.0,
44,17.0,72.0,
44,18.0,76.0,
44,19.0,71.0,
44,20.0,81.0,
44,21.0,-1.0,
44,22.0,80.0,
44,23.0,-1.0,
44,24.0,-1.0,
44,25.0,-1.0,
44,26.0,-1.0,
44,27.0,-1.0,
44,28.0,-1.0,
44,29.0,-1.0,
44,30.0,144.0,
44,31.0,-1.0,
44,32.0,-1.0,
44,33.0,-1.0,
44,34.0,-1.0,
44,35.0,-1.0,
44,36.0,-1.0,
44,37.0,-1.0,
44,38.0,-1.0,
44,39.0,184.0,
44,40.0,-1.0,
44,41.0,150.0,
44,42.0,150.0,
44,43.0,148.0,
44,44.0,124.0,
44,45.0,119.0,
44,46.0,-1.0,
44,47.0,155.0,
44,48.0,155.0,
44,49.0,126.0,
44,50.0,126.0,
44,51.0,126.0,
44,52.0,126.0,
44,53.0,-1.0,
44,54.0,-1.0,
44,55.0,-1.0,
44,56.0,-1.0,
44,57.0,-1.0,
44,58.0,-1.0,
44,59.0,-1.0,
44,60.0,-1.0,
44,61.0,-1.0,
44,62.0,-1.0,
44,63.0,-1.0,
44,64.0,-1.0,
44,65.0,-1.0,
44,66.0,-1.0,
44,67.0,-1.0,
44,68.0,-1.0,
44,69.0,-1.0,
44,70.0,-1.0,
44,71.0,-1.0,
44,72.0,-1.0,
44,73.0,-1.0,
44,76.0,-1.0,
44,77.0,-1.0,
45,1.0,1.0,
45,2.0,9.0,
45,4.0,8.0,
45,5.0,13.0,
45,7.0,13.0,
45,8.0,11.0,
45,9.0,18.0,
45,10.0,23.0,
45,11.0,25.0,
45,12.0,22.0,
45,13.0,21.0,
45,14.0,21.0,
45,15.0,28.0,
45,17.0,29.0,
45,18.0,30.0,
45,19.0,31.0,
45,20.0,33.0,
45,21.0,35.0,
45,22.0,33.0,
45,23.0,33.0,
45,24.0,32.0,
45,25.0,43.0,
45,27.0,42.0,
45,28.0,41.0,
45,29.0,42.0,
45,33.0,51.0,
46,1.0,1.0,
46,2.0,2.0,
46,3.0,5.0,
46,5.0,6.0,
46,6.0,7.0,
46,7.0,14.0,
46,8.0,15.0,
46,9.0,15.0,
46,10.0,16.0,
46,11.0,19.0,
46,12.0,18.0,
46,13.0,20.0,
46,14.0,21.0,
46,15.0,22.0,
46,16.0,29.0,
46,18.0,30.0,
46,19.0,31.0,
46,20.0,32.0,
46,22.0,35.0,
46,24.0,36.0,
46,25.0,37.0,
46,26.0,38.0,
46,30.0,53.0,
46,32.0,55.0,
46,33.0,56.0,
46,34.0,57.0,
47,1.0,1.0,
47,2.0,4.0,
47,3.0,10.0,
47,4.0,5.0,
47,5.0,9.0,
47,6.0,9.0,
47,7.0,15.0,
47,8.0,10.0,
47,9.0,15.0,
47,10.0,16.0,
47,11.0,21.0,
47,12.0,25.0,
47,13.0,25.0,
47,14.0,25.0,
47,15.0,24.0,
47,16.0,23.0,
47,17.0,30.0,
47,18.0,28.0,
47,19.0,30.0,
47,20.0,36.0,
47,21.0,39.0,
47,22.0,40.0,
47,23.0,38.0,
47,24.0,40.0,
47,25.0,39.0,
47,26.0,39.0,
47,28.0,40.0,
47,29.0,41.0,
47,30.0,42.0,
47,35.0,52.0,
47,37.0,55.0,
47,38.0,56.0,
48,1.0,1.0,
48,2.0,13.0,
48,3.0,15.0,
48,4.0,12.0,
48,5.0,18.0,
48,6.0,24.0,
48,7.0,88.0,
48,8.0,28.0,
48,9.0,87.0,
48,10.0,86.0,
48,11.0,85.0,
48,12.0,131.0,
48,13.0,86.0,
48,14.0,90.0,
48,15.0,73.0,
48,16.0,95.0,
48,17.0,90.0,
48,18.0,96.0,
48,19.0,97.0,
48,20.0,38.0,
48,21.0,105.0,
48,22.0,106.0,
48,23.0,43.0,
48,24.0,107.0,
48,25.0,73.0,
48,26.0,44.0,
48,27.0,70.0,
48,28.0,112.0,
48,29.0,113.0,
48,30.0,122.0,
48,31.0,115.0,
48,32.0,116.0,
48,33.0,119.0,
48,34.0,112.0,
48,35.0,158.0,
48,36.0,120.0,
48,37.0,161.0,
48,38.0,-1.0,
48,39.0,122.0,
48,40.0,129.0,
48,41.0,130.0,
48,42.0,131.0,
48,43.0,130.0,
48,44.0,-1.0,
48,45.0,-1.0,
48,46.0,-1.0,
48,47.0,141.0,
48,48.0,112.0,
48,49.0,-1.0,
48,50.0,-1.0,
48,51.0,-1.0,
48,52.0,146.0,
48,54.0,-1.0,
48,55.0,-1.0,
48,56.0,-1.0,
49,1.0,1.0,
49,2.0,13.0,
49,4.0,12.0,
49,5.0,11.0,
49,7.0,109.0,
49,8.0,21.0,
49,9.0,107.0,
49,10.0,106.0,
49,11.0,-1.0,
49,12.0,-1.0,
49,13.0,-1.0,
49,14.0,-1.0,
49,15.0,-1.0,
49,16.0,-1.0,
49,17.0,-1.0,
49,18.0,-1.0,
49,19.0,-1.0,
49,20.0,106.0,
49,21.0,-1.0,
49,22.0,105.0,
49,23.0,104.0,
49,24.0,-1.0,
49,25.0,112.0,
49,26.0,-1.0,
49,27.0,114.0,
49,28.0,146.0,
49,29.0,-1.0,
49,30.0,118.0,
49,31.0,83.0,
49,32.0,-1.0,
49,33.0,-1.0,
49,34.0,-1.0,
49,35.0,-1.0,
49,36.0,-1.0,
49,37.0,-1.0,
49,38.0,122.0,
49,39.0,-1.0,
49,40.0,-1.0,
49,41.0,-1.0,
49,42.0,-1.0,
49,43.0,-1.0,
49,44.0,-1.0,
49,45.0,-1.0,
49,46.0,-1.0,
49,47.0,138.0,
49,48.0,132.0,
49,49.0,143.0,
49,50.0,109.0,
49,51.0,135.0,
49,52.0,145.0,
49,53.0,92.0,
49,54.0,176.0,
49,56.0,119.0,
49,57.0,150.0,
49,58.0,102.0,
49,59.0,104.0,
49,61.0,123.0,
49,63.0,105.0,
50,1.0,1.0,
50,2.0,2.0,
50,3.0,10.0,
50,4.0,10.0,
50,5.0,11.0,
50,6.0,12.0,
50,7.0,13.0,
50,18.0,30.0,
50,20.0,31.0,
50,21.0,32.0,
50,22.0,35.0,
50,23.0,30.0,
50,24.0,36.0,
50,25.0,32.0,
50,42.0,60.0,
50,44.0,61.0,
50,45.0,62.0,
50,70.0,88.0,
50,72.0,90.0,
50,73.0,96.0,
