Cost, Pr(OPT<Cost)
37.714285714285715,0.011111111111111112
39.62264150943396,0.022222222222222223
42.0,0.03333333333333333
42.55813953488372,0.044444444444444446
42.85714285714286,0.05555555555555556
43.25581395348837,0.06666666666666667
43.42105263157895,0.07777777777777778
43.84615384615385,0.08888888888888889
44.21052631578947,0.11111111111111112
44.61538461538461,0.12222222222222223
45.0,0.14444444444444446
45.45454545454545,0.15555555555555556
45.882352941176464,0.16666666666666666
46.15384615384615,0.17777777777777776
46.285714285714285,0.18888888888888886
46.36363636363636,0.22222222222222218
46.57894736842105,0.23333333333333328
46.666666666666664,0.24444444444444438
46.76470588235294,0.2555555555555555
48.0,0.2666666666666666
48.62068965517241,0.27777777777777773
49.285714285714285,0.28888888888888886
50.0,0.3
52.5,0.3111111111111111
53.529411764705884,0.32222222222222224
60.55555555555556,0.33333333333333337
63.10344827586207,0.3444444444444445
64.61538461538461,0.3666666666666667
65.625,0.3777777777777778
67.27272727272727,0.38888888888888895
67.94117647058823,0.4000000000000001
69.23076923076923,0.4111111111111112
69.70588235294119,0.42222222222222233
69.75,0.43333333333333346
70.0,0.45555555555555566
70.58823529411765,0.47777777777777786
71.81818181818183,0.5000000000000001
72.41379310344827,0.5222222222222224
72.85714285714285,0.5333333333333334
73.0,0.5444444444444445
73.92857142857143,0.5555555555555556
75.45454545454545,0.5666666666666667
75.51724137931035,0.5777777777777777
77.0,0.5888888888888888
77.27272727272727,0.5999999999999999
78.21428571428572,0.6222222222222221
79.28571428571428,0.6333333333333332
79.33333333333333,0.6444444444444443
80.35714285714285,0.6555555555555553
84.64285714285715,0.6666666666666664
85.19999999999999,0.6777777777777775
90.76923076923077,0.6888888888888886
93.63636363636363,0.6999999999999996
95.52631578947368,0.7111111111111107
96.31578947368422,0.7222222222222218
99.70588235294119,0.7333333333333328
105.0,0.7444444444444439
107.0,0.755555555555555
107.58620689655173,0.766666666666666
108.1578947368421,0.7777777777777771
109.28571428571428,0.7888888888888882
113.57142857142857,0.7999999999999993
114.0,0.8111111111111103
115.86206896551725,0.8222222222222214
117.0,0.8333333333333325
117.93103448275862,0.8444444444444436
120.0,0.8666666666666658
122.72727272727272,0.8777777777777769
125.21739130434783,0.888888888888888
147.85714285714286,0.899999999999999
151.0344827586207,0.9111111111111101
151.30434782608697,0.9222222222222212
154.2857142857143,0.9333333333333322
156.25,0.9444444444444433
162.85714285714286,0.9555555555555544
165.65217391304347,0.9666666666666655
167.5,0.9777777777777765
174.0,1.0
