InstanceID,Found,Depth,Cost,Iterations,Generated,Expanded,Cpu Time,Wall Time,delta,epsilon,pacCondition
79,1,626,626.0,5,262113,155490,531,548,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
80,1,506,506.0,5,89117,52572,187,174,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
81,1,697,697.0,7,143139,84927,328,335,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
82,1,576,576.0,7,103362,61255,234,231,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
83,1,509,509.0,8,38203,22524,78,71,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
84,1,804,804.0,5,233230,138478,453,451,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
85,1,738,738.0,6,387339,228003,765,859,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
86,1,631,631.0,6,124250,74033,281,320,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
87,1,595,595.0,7,137680,81679,281,284,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
88,1,511,511.0,4,86053,50672,171,179,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
89,1,518,518.0,11,78552,45980,156,163,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
90,1,760,760.0,9,302051,178880,468,491,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
91,1,629,629.0,5,231953,137350,437,447,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
92,1,523,523.0,4,60117,35963,140,127,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
93,1,469,469.0,7,96542,57180,203,200,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
94,1,614,614.0,5,143684,84266,265,270,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
95,1,807,807.0,14,479133,285555,843,866,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
96,1,610,610.0,4,110314,64419,250,245,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
97,1,452,452.0,7,54358,31490,93,92,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
98,1,728,728.0,6,236569,141354,468,494,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
99,1,636,636.0,8,783905,463290,1281,1384,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
100,1,748,748.0,5,120534,71964,234,267,0.5,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
51,1,455,455.0,4,90870,54065,171,186,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
52,1,630,630.0,8,100893,59463,187,209,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
53,1,554,554.0,7,67872,40943,140,136,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
54,1,618,618.0,7,153799,90979,343,353,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
55,1,624,624.0,7,205707,121576,437,503,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
56,1,286,286.0,3,30834,18331,62,60,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
57,1,506,506.0,7,79085,46230,140,147,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
58,1,713,713.0,8,231261,138206,437,436,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
59,1,541,541.0,6,93612,54081,187,181,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
60,1,466,466.0,8,82931,49055,187,191,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
61,1,631,631.0,4,224537,133385,468,497,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
62,1,605,605.0,6,89191,52979,171,174,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
63,1,683,683.0,7,265030,156879,468,476,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
64,1,455,455.0,7,41757,24563,78,80,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
65,1,502,502.0,4,65373,38841,125,132,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
66,1,440,440.0,4,90797,53816,187,181,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
67,1,451,451.0,6,77813,45765,125,121,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
68,1,620,620.0,7,182893,108509,390,382,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
69,1,439,439.0,7,62989,36896,109,108,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
70,1,534,534.0,9,69634,41086,125,126,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
71,1,568,568.0,6,59582,34850,109,108,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
72,1,483,483.0,4,59471,34881,109,110,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
73,1,552,552.0,4,88392,52642,171,172,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
74,1,597,597.0,8,64330,38203,125,131,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
75,1,614,614.0,8,396369,235221,609,609,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
76,1,441,441.0,6,94111,54371,156,156,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
77,1,459,459.0,5,36187,21193,62,65,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
78,1,646,646.0,5,144690,85702,296,290,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
79,1,626,626.0,5,262113,155490,546,555,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
80,1,506,506.0,5,89117,52572,156,184,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
81,1,697,697.0,7,143139,84927,328,327,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
82,1,576,576.0,7,103362,61255,203,242,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
83,1,509,509.0,8,38203,22524,78,69,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
84,1,804,804.0,5,233230,138478,468,457,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
85,1,738,738.0,6,387339,228003,812,831,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
86,1,631,631.0,6,124250,74033,265,258,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
87,1,595,595.0,7,137680,81679,281,281,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
88,1,511,511.0,4,86053,50672,171,180,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
89,1,518,518.0,11,78552,45980,140,152,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
90,1,760,760.0,9,302051,178880,484,478,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
91,1,629,629.0,5,231953,137350,437,446,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
92,1,523,523.0,4,60117,35963,125,125,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
93,1,469,469.0,7,96542,57180,171,190,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
94,1,614,614.0,5,143684,84266,281,279,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
95,1,807,807.0,14,479133,285555,843,840,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
96,1,610,610.0,4,110314,64419,234,240,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
97,1,452,452.0,7,54358,31490,93,92,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
98,1,728,728.0,6,236569,141354,453,488,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
99,1,636,636.0,8,783905,463290,1406,1413,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
100,1,748,748.0,5,120534,71964,187,226,0.7,0.5,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
51,1,455,455.0,4,90870,54065,203,190,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
52,1,630,630.0,8,100893,59463,234,280,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
53,1,554,554.0,7,67872,40943,140,141,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
54,1,618,618.0,7,153799,90979,375,407,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
55,1,624,624.0,7,205707,121576,500,520,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
56,1,286,286.0,3,30834,18331,78,72,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
57,1,506,506.0,7,79085,46230,140,158,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
58,1,713,713.0,8,231261,138206,453,480,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
59,1,541,541.0,6,93612,54081,187,177,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
60,1,466,466.0,8,82931,49055,187,180,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
61,1,631,631.0,4,224537,133385,468,512,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
62,1,605,605.0,6,89191,52979,171,171,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
63,1,683,683.0,7,265030,156879,468,489,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
64,1,455,455.0,7,41757,24563,62,67,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
65,1,502,502.0,4,65373,38841,140,144,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
66,1,440,440.0,4,90797,53816,171,194,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
67,1,451,451.0,6,77813,45765,125,123,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
68,1,620,620.0,7,182893,108509,343,360,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
69,1,439,439.0,7,62989,36896,93,113,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
70,1,534,534.0,9,69634,41086,125,130,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
71,1,568,568.0,6,59582,34850,109,110,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
72,1,483,483.0,4,59471,34881,125,117,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
73,1,552,552.0,4,88392,52642,171,171,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
74,1,597,597.0,8,64330,38203,140,129,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
75,1,614,614.0,8,396369,235221,625,628,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
76,1,441,441.0,6,94111,54371,140,151,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
77,1,459,459.0,5,36187,21193,62,68,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
78,1,646,646.0,5,144690,85702,281,272,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
79,1,626,626.0,5,262113,155490,593,605,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
80,1,506,506.0,5,89117,52572,203,198,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
81,1,697,697.0,7,143139,84927,343,337,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
82,1,576,576.0,7,103362,61255,250,254,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
83,1,509,509.0,8,38203,22524,78,76,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
84,1,804,804.0,5,233230,138478,500,490,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
85,1,738,738.0,6,387339,228003,828,857,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
86,1,631,631.0,6,124250,74033,281,285,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
87,1,595,595.0,7,137680,81679,296,297,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
88,1,511,511.0,4,86053,50672,203,204,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
89,1,518,518.0,11,78552,45980,187,193,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
90,1,760,760.0,9,302051,178880,625,662,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
91,1,629,629.0,5,231953,137350,546,566,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
92,1,523,523.0,4,60117,35963,140,142,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
93,1,469,469.0,7,96542,57180,171,196,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
94,1,614,614.0,5,143684,84266,265,273,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
95,1,807,807.0,14,479133,285555,890,888,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
96,1,610,610.0,4,110314,64419,218,230,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
97,1,452,452.0,7,54358,31490,93,88,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
98,1,728,728.0,6,236569,141354,468,475,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
99,1,636,636.0,8,783905,463290,1296,1306,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
100,1,748,748.0,5,120534,71964,187,216,0.2,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
51,1,455,455.0,4,90870,54065,171,177,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
52,1,630,630.0,8,100893,59463,187,186,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
53,1,554,554.0,7,67872,40943,140,132,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
54,1,618,618.0,7,153799,90979,328,328,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
55,1,624,624.0,7,205707,121576,406,427,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
56,1,286,286.0,3,30834,18331,62,55,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
57,1,506,506.0,7,79085,46230,140,141,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
58,1,713,713.0,8,231261,138206,421,417,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
59,1,541,541.0,6,93612,54081,187,175,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
60,1,466,466.0,8,82931,49055,171,170,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
61,1,631,631.0,4,224537,133385,453,452,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
62,1,605,605.0,6,89191,52979,156,159,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
63,1,683,683.0,7,265030,156879,437,499,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
64,1,455,455.0,7,41757,24563,78,70,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
65,1,502,502.0,4,65373,38841,125,121,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
66,1,440,440.0,4,90797,53816,171,175,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
67,1,451,451.0,6,77813,45765,109,110,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
68,1,620,620.0,7,182893,108509,328,338,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
69,1,439,439.0,7,62989,36896,109,105,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
70,1,534,534.0,9,69634,41086,109,126,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
71,1,568,568.0,6,59582,34850,109,107,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
72,1,483,483.0,4,59471,34881,93,98,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
73,1,552,552.0,4,88392,52642,171,179,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
74,1,597,597.0,8,64330,38203,125,124,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
75,1,614,614.0,8,396369,235221,593,600,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
76,1,441,441.0,6,94111,54371,140,148,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
77,1,459,459.0,5,36187,21193,62,65,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
78,1,646,646.0,5,144690,85702,281,280,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
79,1,626,626.0,5,262113,155490,500,521,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
80,1,506,506.0,5,89117,52572,171,171,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
81,1,697,697.0,7,143139,84927,312,307,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
82,1,576,576.0,7,103362,61255,218,220,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
83,1,509,509.0,8,38203,22524,62,68,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
84,1,804,804.0,5,233230,138478,421,442,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
85,1,738,738.0,6,387339,228003,750,761,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
86,1,631,631.0,6,124250,74033,265,258,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
87,1,595,595.0,7,137680,81679,281,272,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
88,1,511,511.0,4,86053,50672,187,193,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
89,1,518,518.0,11,78552,45980,140,147,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
90,1,760,760.0,9,302051,178880,453,460,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
91,1,629,629.0,5,231953,137350,406,409,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
92,1,523,523.0,4,60117,35963,125,126,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
93,1,469,469.0,7,96542,57180,171,172,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
94,1,614,614.0,5,143684,84266,250,252,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
95,1,807,807.0,14,479133,285555,812,819,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
96,1,610,610.0,4,110314,64419,218,231,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
97,1,452,452.0,7,54358,31490,93,92,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
98,1,728,728.0,6,236569,141354,468,463,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
99,1,636,636.0,8,783905,463290,1312,1338,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
100,1,748,748.0,5,120534,71964,203,211,0.5,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
51,1,455,455.0,4,90870,54065,187,184,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
52,1,630,630.0,8,100893,59463,187,213,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
53,1,554,554.0,7,67872,40943,125,134,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
54,1,618,618.0,7,153799,90979,328,335,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
55,1,624,624.0,7,205707,121576,406,430,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
56,1,286,286.0,3,30834,18331,62,55,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
57,1,506,506.0,7,79085,46230,140,141,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
58,1,713,713.0,8,231261,138206,421,416,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
59,1,541,541.0,6,93612,54081,171,175,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
60,1,466,466.0,8,82931,49055,171,190,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
61,1,631,631.0,4,224537,133385,500,515,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
62,1,605,605.0,6,89191,52979,171,164,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
63,1,683,683.0,7,265030,156879,468,465,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
64,1,455,455.0,7,41757,24563,62,69,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
65,1,502,502.0,4,65373,38841,109,117,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
66,1,440,440.0,4,90797,53816,171,167,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
67,1,451,451.0,6,77813,45765,93,105,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
68,1,620,620.0,7,182893,108509,328,326,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
69,1,439,439.0,7,62989,36896,93,102,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
70,1,534,534.0,9,69634,41086,125,117,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
71,1,568,568.0,6,59582,34850,109,107,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
72,1,483,483.0,4,59471,34881,93,95,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
73,1,552,552.0,4,88392,52642,156,162,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
74,1,597,597.0,8,64330,38203,125,127,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
75,1,614,614.0,8,396369,235221,578,582,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
76,1,441,441.0,6,94111,54371,140,143,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
77,1,459,459.0,5,36187,21193,78,73,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
78,1,646,646.0,5,144690,85702,281,275,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
79,1,626,626.0,5,262113,155490,500,509,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
80,1,506,506.0,5,89117,52572,171,163,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
81,1,697,697.0,7,143139,84927,296,282,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
82,1,576,576.0,7,103362,61255,218,216,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
83,1,509,509.0,8,38203,22524,62,65,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
84,1,804,804.0,5,233230,138478,437,453,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
85,1,738,738.0,6,387339,228003,765,768,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
86,1,631,631.0,6,124250,74033,265,255,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
87,1,595,595.0,7,137680,81679,265,291,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
88,1,511,511.0,4,86053,50672,171,177,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
89,1,518,518.0,11,78552,45980,140,149,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
90,1,760,760.0,9,302051,178880,484,485,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
91,1,629,629.0,5,231953,137350,500,559,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
92,1,523,523.0,4,60117,35963,156,163,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
93,1,469,469.0,7,96542,57180,171,176,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
94,1,614,614.0,5,143684,84266,234,241,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
95,1,807,807.0,14,479133,285555,828,859,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
96,1,610,610.0,4,110314,64419,234,229,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
97,1,452,452.0,7,54358,31490,93,91,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
98,1,728,728.0,6,236569,141354,500,502,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
99,1,636,636.0,8,783905,463290,1281,1290,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
100,1,748,748.0,5,120534,71964,218,210,0.7,0.7,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,
